,price,Address,moreinfo,bedroom,bathroom,size_sqf,types,city
152,"1,830",Hintonburg Mechanicsville,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
153,700,Glebe Dows Lake,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
154,"1,892",Ottawa,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
155,"1,500",Sandy Hill,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
156,"1,910",Ottawa,"2 bd
1 ba
767 sf",2,1,767,Apt/Condo,Ottawa
157,"1,599",Ottawa,"V Tour

2 bd
1 ba",2,,,"


Apt/Condo",Ottawa
158,"2,100",Ottawa,"V Tour

2 bd
2 ba
924 sf",2,,924,"


Apt/Condo",Ottawa
159,"1,295",Sandy Hill,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
160,"2,819",Glebe Dows Lake,"2 bd
1 ba
871 sf",2,1,871,Apt/Condo,Ottawa
161,"2,459",Glebe Dows Lake,"2 bd
1 ba
670 sf",2,1,670,Apt/Condo,Ottawa
162,"3,499",Glebe Dows Lake,"2 bd
1 ba
763 sf",2,1,763,Apt/Condo,Ottawa
163,"1,600",West Centretown,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
164,"1,750",West Centretown,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
165,"1,225",West Centretown,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
166,"1,050",West Centretown,"3 bd
3 ba",3,3,,Apt/Condo,Ottawa
167,"1,010",West Centretown,"4 bd
4 ba",4,4,,Apt/Condo,Ottawa
168,"1,839",Glebe Dows Lake,"V Tour

1 bd
1 ba
480 sf",1,,480,"


Apt/Condo",Ottawa
169,"2,279",Glebe Dows Lake,"V Tour

1 bd
1 ba
527 sf",1,,527,"


Apt/Condo",Ottawa
170,"2,199",Glebe Dows Lake,"V Tour

1 bd
1 ba
575 sf",1,,575,"


Apt/Condo",Ottawa
171,"1,349",Riverside Park,"1 bd
1 ba
322 sf",1,1,322,Apt/Condo,Ottawa
172,"1,769",Riverside Park,"1 bd
1 ba
453 sf",1,1,453,Apt/Condo,Ottawa
173,"1,349",Riverside Park,"1 bd
1 ba
337 sf",1,1,337,Apt/Condo,Ottawa
174,"2,100",Riverside Park,"V Tour

2 bd
2 ba
725 sf",2,,725,"


Apt/Condo",Ottawa
175,"3,072",Riverside Park,"3 bd
3 ba
1113 sf",3,3,1113,Apt/Condo,Ottawa
176,"3,696",Riverside Park,"4 bd
2 ba
1224 sf",4,2,1224,Apt/Condo,Ottawa
177,"3,796",Riverside Park,"4 bd
3 ba
1227 sf",4,3,1227,Apt/Condo,Ottawa
178,"3,896",Riverside Park,"V Tour

4 bd
4 ba
1178 sf",4,,1178,"


Apt/Condo",Ottawa
179,"1,945",Bayshore Belltown,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
180,"1,845",Bayshore Belltown,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
181,"1,545",Bayshore Belltown,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
182,"2,099",Bayshore Belltown,"3 bd
2 ba",3,2,,House,Ottawa
183,"1,999",Bayshore Belltown,"2 bd
2 ba",2,2,,House,Ottawa
184,"1,571",Bayshore Belltown,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
185,"1,995",Bayshore Belltown,"3 bd
1 ba",3,1,,Apt/Condo,Ottawa
186,"1,995",Ottawa,"3 bd
1 ba",3,1,,Apt/Condo,Ottawa
187,"1,974",Bayshore Belltown,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
188,"1,675",Bayshore Belltown,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
189,"1,445",Bayshore Belltown,"0 bd
1 ba",0,1,,Apt/Condo,Ottawa
190,"1,745",Bayshore Belltown,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
191,"1,695",Bayshore Belltown,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
192,"1,595",Bayshore Belltown,"0 bd
1 ba",0,1,,Apt/Condo,Ottawa
193,"1,795",Bayshore Belltown,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
194,"3,000",Ottawa,"V Tour

4 bd
2 ba",4,,,"


Multifamily",Ottawa
195,"1,699",Ottawa,"V Tour

2 bd
1 ba",2,,,"


Apt/Condo",Ottawa
196,"1,825",Overbrook Mcarthur,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
197,"4,200",Ottawa,"V Tour

2 bd
2 ba
1200 sf",2,,1200,"


Apt/Condo",Ottawa
198,"1,449",Ottawa,"V Tour

2 bd
1 ba
570 sf",2,,570,"


Apt/Condo",Ottawa
199,"1,995",Ottawa,"3 bd
2 ba
1350 sf",3,2,1350,Townhouse,Ottawa
200,"1,600",West Centretown,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
201,"1,399",Ottawa,"V Tour

1 bd
1 ba",1,,,"


Apt/Condo",Ottawa
202,"2,200",Westboro,"V Tour

1 bd
1 ba
679 sf",1,,679,"


Apt/Condo",Ottawa
203,"1,150",Byward Market,"V Tour

0 bd
1 ba
400 sf",0,,400,"


Apt/Condo",Ottawa
204,"1,092",Ottawa,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
205,"1,200",Ottawa,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
206,"1,900",Centretown,"V Tour

1 bd
2 ba",1,,,"


Apt/Condo",Ottawa
207,"2,050",Centretown,"V Tour

1 bd
1 ba",1,,,"


Apt/Condo",Ottawa
208,"2,250",Centretown,"V Tour

2 bd
2 ba",2,,,"


Apt/Condo",Ottawa
209,"2,400",Centretown,"V Tour

2 bd
1 ba",2,,,"


Apt/Condo",Ottawa
210,"1,775",Ottawa,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
211,"1,850",Ottawa,"2 bd
2 ba",2,2,,Apt/Condo,Ottawa
212,"1,725",Ottawa,"3 bd
2 ba
930 sf",3,2,930,Apt/Condo,Ottawa
213,"1,740",Briar Green Leslie Park,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
214,"1,735",Briar Green Leslie Park,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
215,"2,520",Briar Green Leslie Park,"2 bd
2 ba",2,2,,Apt/Condo,Ottawa
216,"2,475",Briar Green Leslie Park,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
217,"2,950",Island Park Wellington Village,"2 bd
2 ba
950 sf",2,2,950,Apt/Condo,Ottawa
218,"2,450",Centretown,"1 bd
1 ba
888 sf",1,1,888,Apt/Condo,Ottawa
219,"2,800",Centretown,"1 bd
2 ba
826 sf",1,2,826,Apt/Condo,Ottawa
220,"1,699",Ottawa,"V Tour

2 bd
1 ba
802 sf",2,,802,"


Apt/Condo",Ottawa
221,"1,585",Ottawa,"2 bd
1 ba
876 sf",2,1,876,Apt/Condo,Ottawa
222,"1,860",Chatelaine Village,"1 bd
1 ba
701 sf",1,1,701,Apt/Condo,Ottawa
223,"1,610",Chatelaine Village,"1 bd
1 ba
817 sf",1,1,817,Apt/Condo,Ottawa
224,"1,725",Chatelaine Village,"2 bd
2 ba
1255 sf",2,2,1255,Apt/Condo,Ottawa
225,"1,575",Ottawa,"2 bd
1 ba
750 sf",2,1,750,Apt/Condo,Ottawa
226,"1,940",Ottawa,"1 bd
1 ba
852 sf",1,1,852,Apt/Condo,Ottawa
227,"1,700",Ottawa,"2 bd
3 ba",2,3,,Townhouse,Ottawa
228,"1,710",Ottawa,"2 bd
1 ba
870 sf",2,1,870,Apt/Condo,Ottawa
229,"1,250",Lowertown,"0 bd
1 ba
410 sf",0,1,410,Apt/Condo,Ottawa
230,"1,900",Lowertown,"2 bd
2 ba
780 sf",2,2,780,Apt/Condo,Ottawa
231,"1,850",Elmvale Canterbury,"V Tour

2 bd
2 ba
980 sf",2,,980,"


Apt/Condo",Ottawa
232,"1,905",Riverview,"3 bd
2 ba
1200 sf",3,2,1200,Apt/Condo,Ottawa
233,"1,799",Centretown,"V Tour

1 bd
1 ba
386 sf",1,,386,"


Apt/Condo",Ottawa
234,"1,495",West Centretown,"2 bd
1 ba
0 sf",2,1,0,Apt/Condo,Ottawa
235,"1,295",Sandy Hill,"1 bd
1 ba
0 sf",1,1,0,Apt/Condo,Ottawa
236,"1,200",Ottawa,"0 bd
1 ba",0,1,,Apt/Condo,Ottawa
237,"1,450",Elmvale Canterbury,"2 bd
1 ba
800 sf",2,1,800,Apt/Condo,Ottawa
238,"2,400",Sandy Hill,"3 bd
1 ba",3,1,,Apt/Condo,Ottawa
239,"2,000",Ottawa,"1 bd
1 ba
641 sf",1,1,641,Apt/Condo,Ottawa
240,"4,200",West Centretown,"V Tour

2 bd
2 ba",2,,,"


Apt/Condo",Ottawa
241,"2,350",West Centretown,"V Tour

2 bd
1 ba",2,,,"


Apt/Condo",Ottawa
242,"1,650",West Centretown,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
243,"2,000",West Centretown,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
244,"1,500",West Centretown,"0 bd
1 ba",0,1,,Apt/Condo,Ottawa
245,"1,800",Ottawa,"V Tour

3 bd
2 ba",3,,,"


Fourplex",Ottawa
246,"2,200",Ottawa,"3 bd
3 ba",3,3,,Townhouse,Ottawa
247,"2,295",Vanier North,"1 bd
1 ba
912 sf",1,1,912,Apt/Condo,Ottawa
248,"1,905",Vanier North,"1 bd
1 ba
855 sf",1,1,855,Apt/Condo,Ottawa
249,"2,585",Vanier North,"2 bd
2 ba
1108 sf",2,2,1108,Apt/Condo,Ottawa
250,"2,200",Ottawa,"3 bd
3 ba",3,3,,House,Ottawa
251,"1,800",Ottawa,"2 bd
1 ba
1100 sf",2,1,1100,Apt/Condo,Ottawa
252,"1,625",Westboro,"2 bd
1 ba
1000 sf",2,1,1000,Apt/Condo,Ottawa
253,"1,485",Westboro,"1 bd
1 ba
700 sf",1,1,700,Apt/Condo,Ottawa
254,"1,640",Riverview,"2 bd
2 ba
810 sf",2,2,810,Apt/Condo,Ottawa
255,"1,720",Britannia Village,"2 bd
1 ba
795 sf",2,1,795,Apt/Condo,Ottawa
256,"5,495",Hintonburg Mechanicsville,"2 bd
2 ba
1320 sf",2,2,1320,Apt/Condo,Ottawa
257,"1,200",Ottawa,"0 bd
1 ba
0 sf",0,1,0,Apt/Condo,Ottawa
258,"1,475",Ottawa,"V Tour

2 bd
1 ba
865 sf",2,,865,"


Apt/Condo",Ottawa
259,"1,475",Lowertown,"V Tour

1 bd
1 ba
470 sf",1,,470,"


Apt/Condo",Ottawa
260,"1,595",Ottawa,"2 bd
1 ba
800 sf",2,1,800,Apt/Condo,Ottawa
261,"1,785",Riverview,"2 bd
1 ba
826 sf",2,1,826,Apt/Condo,Ottawa
262,"1,475",Riverview,"1 bd
1 ba
500 sf",1,1,500,Apt/Condo,Ottawa
263,"1,400",Elmvale Canterbury,"1 bd
1 ba
600 sf",1,1,600,Apt/Condo,Ottawa
264,"1,470",Elmvale Canterbury,"2 bd
1 ba
750 sf",2,1,750,Apt/Condo,Ottawa
265,"1,315",Hintonburg Mechanicsville,"1 bd
1 ba
625 sf",1,1,625,Apt/Condo,Ottawa
266,"1,650",Ledbury Heron Gate Ridgemont,"2 bd
1 ba
824 sf",2,1,824,Apt/Condo,Ottawa
267,"1,570",Ottawa,"2 bd
1 ba
863 sf",2,1,863,Apt/Condo,Ottawa
268,"1,380",Ottawa,"1 bd
1 ba
644 sf",1,1,644,Apt/Condo,Ottawa
269,"1,645",Britannia Village,"2 bd
1 ba
785 sf",2,1,785,Apt/Condo,Ottawa
270,"1,210",Ledbury Heron Gate Ridgemont,"1 bd
1 ba
500 sf",1,1,500,Apt/Condo,Ottawa
271,"1,445",Ledbury Heron Gate Ridgemont,"2 bd
1 ba
700 sf",2,1,700,Apt/Condo,Ottawa
272,"1,520",Manor Park,"2 bd
1 ba
740 sf",2,1,740,Apt/Condo,Ottawa
273,"1,525",Manor Park,"2 bd
1 ba
662 sf",2,1,662,Apt/Condo,Ottawa
274,"1,465",Ledbury Heron Gate Ridgemont,"2 bd
1 ba
650 sf",2,1,650,Apt/Condo,Ottawa
275,"1,299",Manor Park,"1 bd
1 ba
554 sf",1,1,554,Apt/Condo,Ottawa
276,"1,490",Hawthorne Meadows Sheffield Glen,"V Tour

1 bd
1 ba
600 sf",1,,600,"


Apt/Condo",Ottawa
277,"1,710",Ottawa,"1 bd
1 ba
730 sf",1,1,730,Apt/Condo,Ottawa
278,"1,480",Overbrook Mcarthur,"1 bd
1 ba
544 sf",1,1,544,Apt/Condo,Ottawa
279,"2,050",Overbrook Mcarthur,"2 bd
1 ba
670 sf",2,1,670,Apt/Condo,Ottawa
280,"1,825",Hintonburg Mechanicsville,"1 bd
1 ba
650 sf",1,1,650,Apt/Condo,Ottawa
281,"2,380",Hintonburg Mechanicsville,"V Tour

2 bd
1 ba
1000 sf",2,,1000,"


Apt/Condo",Ottawa
282,"1,400",Ottawa,"0 bd
1 ba",0,1,,Apt/Condo,Ottawa
283,"1,499",Parkwood Hills Stewart Farm,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
284,"1,300",Lowertown,"V Tour

1 bd
1 ba
475 sf",1,,475,"


Apt/Condo",Ottawa
285,"1,399",Ottawa,"V Tour

1 bd
1 ba
630 sf",1,,630,"


Apt/Condo",Ottawa
286,"5,970",Centretown,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
287,"2,670",Centretown,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
288,"1,299",Ottawa,"0 bd
1 ba
425 sf",0,1,425,Apt/Condo,Ottawa
289,"1,750",Ottawa,"2 bd
1 ba
630 sf",2,1,630,Apt/Condo,Ottawa
290,"1,499",Ottawa,"V Tour

1 bd
1 ba
630 sf",1,,630,"


Apt/Condo",Ottawa
291,"1,299",Ottawa,"0 bd
1 ba
400 sf",0,1,400,Apt/Condo,Ottawa
292,"1,350",Ottawa,"1 bd
1 ba
550 sf",1,1,550,Apt/Condo,Ottawa
293,"1,550",Ottawa,"V Tour

2 bd
1 ba
0 sf",2,,0,"


Apt/Condo",Ottawa
294,"1,699",Ottawa,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
295,"1,800",Ottawa,"2 bd
1 ba",2,1,,Multifamily,Ottawa
296,"1,814",Cityview Crestview Meadowlands,"2 bd
1 ba",2,1,,Townhouse,Ottawa
297,"2,274",Sandy Hill,"1 bd
1 ba
818 sf",1,1,818,Apt/Condo,Ottawa
298,"3,049",Ottawa,"4 bd
3 ba",4,3,,House,Ottawa
299,"2,340",Sandy Hill,"2 bd
2 ba
1021 sf",2,2,1021,Apt/Condo,Ottawa
300,"1,825",Ottawa,"1 bd
1 ba
751 sf",1,1,751,Apt/Condo,Ottawa
301,"1,425",Ottawa,"V Tour

1 bd
1 ba
0 sf",1,,0,"


Apt/Condo",Ottawa
302,"1,650",Ottawa,"V Tour

2 bd
1 ba
0 sf",2,,0,"


Apt/Condo",Ottawa
303,"1,150",Ottawa,"0 bd
1 ba
380 sf",0,1,380,Apt/Condo,Ottawa
304,"1,300",Ottawa,"0 bd
1 ba",0,1,,Apt/Condo,Ottawa
305,"1,650",Ottawa,"V Tour

2 bd
1 ba
0 sf",2,,0,"


Apt/Condo",Ottawa
306,"1,299",Ottawa,"V Tour

1 bd
1 ba
500 sf",1,,500,"


Apt/Condo",Ottawa
307,"1,749",West Centretown,"V Tour

1 bd
1 ba
425 sf",1,,425,"


Apt/Condo",Ottawa
308,"1,800",Ottawa,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
309,"2,299",West Centretown,"V Tour

2 bd
1 ba
680 sf",2,,680,"


Apt/Condo",Ottawa
310,"2,275",West Centretown,"V Tour

2 bd
1 ba
620 sf",2,,620,"


Apt/Condo",Ottawa
311,"2,699",West Centretown,"V Tour

2 bd
2 ba
1092 sf",2,,1092,"


Apt/Condo",Ottawa
312,"1,600",Ottawa,"2 bd
1 ba
800 sf",2,1,800,Apt/Condo,Ottawa
313,"1,699",Crystal Bay Lakeview Park,"V Tour

2 bd
1 ba
802 sf",2,,802,"


Apt/Condo",Ottawa
314,"1,500",Ottawa,"V Tour

3 bd
1 ba
700 sf",3,,700,"


Apt/Condo",Ottawa
315,"1,599",Crystal Bay Lakeview Park,"V Tour

2 bd
1 ba
1 sf",2,,1,"


Apt/Condo",Ottawa
316,"1,219",Cityview Crestview Meadowlands,"0 bd
1 ba",0,1,,Apt/Condo,Ottawa
317,"1,900",Sandy Hill,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
318,"1,619",Skyline Fisher Heights,"2 bd
2 ba",2,2,,Multifamily,Ottawa
319,"1,629",Cityview Crestview Meadowlands,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
320,"1,789",Cityview Crestview Meadowlands,"3 bd
1 ba",3,1,,Apt/Condo,Ottawa
321,"1,669",Centretown,"0 bd
1 ba",0,1,,Apt/Condo,Ottawa
322,"1,889",Centretown,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
323,"2,589",Centretown,"2 bd
1 ba",2,1,,Apt/Condo,Ottawa
324,"2,769",Centretown,"1 bd
1 ba
585 sf",1,1,585,Apt/Condo,Ottawa
325,"2,649",Centretown,"2 bd
2 ba
658 sf",2,2,658,Apt/Condo,Ottawa
326,"2,309",Centretown,"1 bd
1 ba
656 sf",1,1,656,Apt/Condo,Ottawa
327,"1,349",Riverview,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
328,"1,619",Briar Green Leslie Park,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
329,"1,619",Cityview Crestview Meadowlands,"2 bd
2 ba",2,2,,Apt/Condo,Ottawa
330,"1,499",Braemar Park Bel Air Heights Copeland Park,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
331,"2,509",Braemar Park Bel Air Heights Copeland Park,"3 bd
2 ba",3,2,,Apt/Condo,Ottawa
332,"1,409",Skyline Fisher Heights,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
333,"1,759",Centretown,"1 bd
1 ba
742 sf",1,1,742,Apt/Condo,Ottawa
334,"1,689",Ottawa,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
335,"1,509",Cityview Crestview Meadowlands,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
336,"1,689",Cityview Crestview Meadowlands,"3 bd
1 ba",3,1,,Apt/Condo,Ottawa
337,"1,809",Braemar Park Bel Air Heights Copeland Park,"2 bd
2 ba",2,2,,Apt/Condo,Ottawa
338,"1,279",Parkwood Hills Stewart Farm,"1 bd
1 ba",1,1,,Apt/Condo,Ottawa
339,"1,999",Skyline Fisher Heights,"2 bd
1 ba",2,1,,Townhouse,Ottawa
340,"2,339",Cityview Crestview Meadowlands,"V Tour

4 bd
2 ba",4,,,"


House",Ottawa
341,"2,799",West Centretown,"V Tour

2 bd
2 ba
840 sf",2,,840,"


Apt/Condo",Ottawa
342,"1,249",Carlington,"V Tour

1 bd
1 ba
433 sf",1,,433,"


Apt/Condo",Ottawa
343,"2,100",Ottawa,"3 bd
1 ba
1050 sf",3,1,1050,Apt/Condo,Ottawa
344,"1,999",Westboro,"V Tour

0 bd
1 ba
594 sf",0,,594,"


Apt/Condo",Ottawa
345,"1,849",Iris Queensway Terrance South,"V Tour

2 bd
1 ba
928 sf",2,,928,"


Apt/Condo",Ottawa
346,"1,629",Iris Queensway Terrance South,"V Tour

2 bd
1 ba
0 sf",2,,0,"


Apt/Condo",Ottawa
347,"2,199",Ottawa,"V Tour

3 bd
2 ba
1297 sf",3,,1297,"


Apt/Condo",Ottawa
348,"1,859",Briar Green Leslie Park,"2 bd
1 ba
749 sf",2,1,749,Apt/Condo,Ottawa
349,"2,249",Briar Green Leslie Park,"V Tour

3 bd
2 ba
1252 sf",3,,1252,"


Apt/Condo",Ottawa
350,"1,699",West Centretown,"V Tour

1 bd
1 ba
476 sf",1,,476,"


Apt/Condo",Ottawa
351,"1,800",West Centretown,"V Tour

1 bd
1 ba
705 sf",1,,705,"


Apt/Condo",Ottawa
352,"1,699",West Centretown,"V Tour

1 bd
1 ba
473 sf",1,,473,"


Apt/Condo",Ottawa
353,"1,949",Ottawa,"V Tour

1 bd
1 ba
647 sf",1,,647,"


Apt/Condo",Ottawa
354,"1,699",West Centretown,"V Tour

1 bd
1 ba
516 sf",1,,516,"


Apt/Condo",Ottawa
355,"1,499",Hawthorne Meadows Sheffield Glen,"V Tour

1 bd
1 ba
651 sf",1,,651,"


Apt/Condo",Ottawa
356,"1,430",Hawthorne Meadows Sheffield Glen,"V Tour

1 bd
1 ba
600 sf",1,,600,"


Apt/Condo",Ottawa
357,"1,499",Hawthorne Meadows Sheffield Glen,"V Tour

1 bd
1 ba
713 sf",1,,713,"


Apt/Condo",Ottawa
358,"1,440",Hawthorne Meadows Sheffield Glen,"V Tour

1 bd
1 ba
600 sf",1,,600,"


Apt/Condo",Ottawa
359,"1,460",Hawthorne Meadows Sheffield Glen,"V Tour

1 bd
1 ba
600 sf",1,,600,"


Apt/Condo",Ottawa
