,price,Address,moreinfo,bedroom,bathroom,size_sqf,types,city,province
0,"2,747",Downtown West,"1 bd
1 ba
670 sf",1,1,670,Apt/Condo,Vancouver,BC
1,"2,850",South Marine,"2 bd
2 ba
887 sf",2,2,887,Apt/Condo,Vancouver,BC
2,"2,795",Victoria East,"2 bd
2 ba",2,2,,Apt/Condo,Vancouver,BC
3,"2,700",False Creek,"2 bd
2 ba
710 sf",2,2,710,House,Vancouver,BC
4,"1,450",Fairview,"1 bd
1 ba",1,1,,Apt/Condo,Vancouver,BC
5,"2,200",West End,"1 bd
1 ba",1,1,,Apt/Condo,Vancouver,BC
6,"1,700",Fairview,"1 bd
1 ba",1,1,,Apt/Condo,Vancouver,BC
7,"2,250",Downtown West,"1 bd
1 ba
626 sf",1,1,626,Apt/Condo,Vancouver,BC
8,"3,495",Mount Pleasant East,"1 bd
2 ba
1025 sf",1,2,1025,House,Vancouver,BC
9,"2,695",West End,"1 bd
1 ba
592 sf",1,1,592,House,Vancouver,BC
10,"10,500",Fairview,"4 bd
3 ba
2268 sf",4,3,2268,House,Vancouver,BC
11,"2,300",Marpole,"1 bd
1 ba
605 sf",1,1,605,Apt/Condo,Vancouver,BC
12,"1,195",West End,"0 bd
1 ba
325 sf",0,1,325,Apt/Condo,Vancouver,BC
13,"3,100",Yaletown,"2 bd
2 ba
897 sf",2,2,897,Apt/Condo,Vancouver,BC
14,"2,400",Downtown West,"1 bd
1 ba
761 sf",1,1,761,Apt/Condo,Vancouver,BC
15,"1,900",Downtown East,"1 bd
1 ba
755 sf",1,1,755,Apt/Condo,Vancouver,BC
16,"3,700",Downtown West,"2 bd
2 ba
1001 sf",2,2,1001,House,Vancouver,BC
17,"4,500",University (Ubc),"2 bd
2 ba
950 sf",2,2,950,Apt/Condo,Vancouver,BC
18,"4,150",West End,"2 bd
2 ba
855 sf",2,2,855,Apt/Condo,Vancouver,BC
19,"3,200",Mount Pleasant West,"1 bd
1 ba
917 sf",1,1,917,Apt/Condo,Vancouver,BC
20,"3,000",False Creek,"2 bd
1 ba
715 sf",2,1,715,Apt/Condo,Vancouver,BC
21,"2,990",Fairview,"2 bd
1 ba
1200 sf",2,1,1200,Apt/Condo,Vancouver,BC
22,"2,250",South Vancouver,"2 bd
1 ba
800 sf",2,1,800,House,Vancouver,BC
23,"1,880",Kitsilano,"1 bd
1 ba
575 sf",1,1,575,Apt/Condo,Vancouver,BC
24,"3,200",West End,"2 bd
2 ba",2,2,,Apt/Condo,Vancouver,BC
25,"2,300",Yaletown,"1 bd
1 ba
705 sf",1,1,705,Apt/Condo,Vancouver,BC
26,"2,995",Downtown West,"2 bd
2 ba
919 sf",2,2,919,Apt/Condo,Vancouver,BC
27,"3,100",South Vancouver,"3 bd
2 ba
992 sf",3,2,992,Apt/Condo,Vancouver,BC
28,"2,150",Yaletown,"1 bd
1 ba
479 sf",1,1,479,Apt/Condo,Vancouver,BC
29,"3,975",Yaletown,"2 bd
3 ba
1556 sf",2,3,1556,Apt/Condo,Vancouver,BC
30,"4,300",West End,"3 bd
3 ba",3,3,,Apt/Condo,Vancouver,BC
31,"2,400",West End,"1 bd
1 ba
525 sf",1,1,525,Apt/Condo,Vancouver,BC
32,"2,500",Downtown West,"1 bd
1 ba
625 sf",1,1,625,Apt/Condo,Vancouver,BC
33,"7,600",Yaletown,"3 bd
4 ba
2495 sf",3,4,2495,Apt/Condo,Vancouver,BC
34,"2,250",West End,"1 bd
1 ba",1,1,,Apt/Condo,Vancouver,BC
35,"2,650",South Vancouver,"2 bd
2 ba
840 sf",2,2,840,House,Vancouver,BC
36,"3,100",Fairview,"2 bd
2 ba
1111 sf",2,2,1111,Apt/Condo,Vancouver,BC
37,"14,000",Shaughnessy,"8 bd
8 ba
8895 sf",8,8,8895,House,Vancouver,BC
38,"5,500",Downtown West,"1 bd
1 ba
1 sf",1,1,1,House,Vancouver,BC
39,"1,200",Grandview East,"1 bd
1 ba",1,1,,Apt/Condo,Vancouver,BC
40,"2,600",West End,"2 bd
1 ba
830 sf",2,1,830,Apt/Condo,Vancouver,BC
41,"2,900",West End,"V Tour

1 bd
1 ba
840 sf",1,,840,"


Apt/Condo",Vancouver,BC
42,"3,900",Yaletown,"2 bd
2 ba
719 sf",2,2,719,House,Vancouver,BC
43,"2,950",Yaletown,"2 bd
2 ba
871 sf",2,2,871,Apt/Condo,Vancouver,BC
44,"3,000",Yaletown,"V Tour

0 bd
1 ba",0,,,"


Apt/Condo",Vancouver,BC
45,"7,500",Fairview,"2 bd
2 ba
1438 sf",2,2,1438,House,Vancouver,BC
46,"1,995",Kitsilano,"0 bd
1 ba
523 sf",0,1,523,Apt/Condo,Vancouver,BC
47,"2,230",Kitsilano,"1 bd
1 ba
531 sf",1,1,531,Apt/Condo,Vancouver,BC
48,"3,450",Kitsilano,"2 bd
2 ba
854 sf",2,2,854,Apt/Condo,Vancouver,BC
49,"3,980",Downtown West,"2 bd
2 ba
851 sf",2,2,851,House,Vancouver,BC
50,"2,600",Main,"2 bd
1 ba
945 sf",2,1,945,Multifamily,Vancouver,BC
51,"3,495",West End,"V Tour

2 bd
2 ba",2,,,"


Apt/Condo",Vancouver,BC
52,"6,200",West End,"V Tour

3 bd
2 ba",3,,,"


Apt/Condo",Vancouver,BC
53,"4,095",West End,"3 bd
3 ba",3,3,,Apt/Condo,Vancouver,BC
54,"7,500",Downtown West,"3 bd
3 ba
1811 sf",3,3,1811,House,Vancouver,BC
55,"3,200",Fairview,"V Tour

2 bd
2 ba
893 sf",2,,893,"


Apt/Condo",Vancouver,BC
56,"2,415",Fairview,"1 bd
1 ba
618 sf",1,1,618,Apt/Condo,Vancouver,BC
57,"12,500",Yaletown,"3 bd
3 ba
1982 sf",3,3,1982,House,Vancouver,BC
58,"3,275",West End,"2 bd
1 ba",2,1,,Apt/Condo,Vancouver,BC
59,"2,100",Southwest Marine,"1 bd
1 ba",1,1,,Apt/Condo,Vancouver,BC
60,"2,800",West End,"V Tour

1 bd
1 ba
600 sf",1,,600,"


Apt/Condo",Vancouver,BC
61,"3,100",West End,"2 bd
1 ba
705 sf",2,1,705,Apt/Condo,Vancouver,BC
62,"1,660",West End,"1 bd
1 ba",1,1,,Apt/Condo,Vancouver,BC
63,"1,975",Victoria East,"1 bd
1 ba
700 sf",1,1,700,Apt/Condo,Vancouver,BC
64,"4,650",West End,"2 bd
2 ba
790 sf",2,2,790,Apt/Condo,Vancouver,BC
65,"1,950",West End,"1 bd
1 ba",1,1,,Apt/Condo,Vancouver,BC
66,"2,175",West End,"1 bd
1 ba
465 sf",1,1,465,Apt/Condo,Vancouver,BC
67,"4,500",West End,"3 bd
2 ba
745 sf",3,2,745,Apt/Condo,Vancouver,BC
68,"2,550",Collingwood,"2 bd
2 ba
799 sf",2,2,799,Apt/Condo,Vancouver,BC
69,"4,250",West End,"2 bd
2 ba
780 sf",2,2,780,Apt/Condo,Vancouver,BC
70,"6,800",West End,"2 bd
2 ba
871 sf",2,2,871,Apt/Condo,Vancouver,BC
71,"3,950",West End,"1 bd
1 ba
585 sf",1,1,585,Apt/Condo,Vancouver,BC
72,"5,800",West End,"2 bd
2 ba
823 sf",2,2,823,Apt/Condo,Vancouver,BC
73,"4,250",West End,"1 bd
2 ba
689 sf",1,2,689,Apt/Condo,Vancouver,BC
74,"2,395",Victoria East,"2 bd
1 ba
764 sf",2,1,764,Apt/Condo,Vancouver,BC
75,"2,303",Coal Harbour,"0 bd
1 ba
463 sf",0,1,463,Apt/Condo,Vancouver,BC
76,"3,100",West End,"2 bd
2 ba
705 sf",2,2,705,Apt/Condo,Vancouver,BC
77,"1,200",Fairview,"0 bd
1 ba
150 sf",0,1,150,Apt/Condo,Vancouver,BC
78,"1,860",Kitsilano,"1 bd
1 ba
575 sf",1,1,575,Apt/Condo,Vancouver,BC
79,"1,780",Kitsilano,"1 bd
1 ba
575 sf",1,1,575,Apt/Condo,Vancouver,BC
80,"2,950",Coal Harbour,"V Tour

1 bd
1 ba
960 sf",1,,960,"


Apt/Condo",Vancouver,BC
81,"1,975",West End,"V Tour

1 bd
1 ba",1,,,"


Apt/Condo",Vancouver,BC
82,"2,600",West End,"2 bd
2 ba
578 sf",2,2,578,Apt/Condo,Vancouver,BC
83,"3,500",West End,"3 bd
2 ba
754 sf",3,2,754,Apt/Condo,Vancouver,BC
84,"4,200",West End,"3 bd
2 ba
890 sf",3,2,890,Apt/Condo,Vancouver,BC
85,"2,000",West End,"0 bd
1 ba
259 sf",0,1,259,Apt/Condo,Vancouver,BC
86,"4,200",West End,"2 bd
2 ba
945 sf",2,2,945,Apt/Condo,Vancouver,BC
87,"2,700",West End,"2 bd
1 ba
512 sf",2,1,512,Apt/Condo,Vancouver,BC
88,"2,150",West End,"1 bd
1 ba
480 sf",1,1,480,Apt/Condo,Vancouver,BC
89,"2,400",West End,"1 bd
2 ba
541 sf",1,2,541,Apt/Condo,Vancouver,BC
90,"2,200",West End,"1 bd
1 ba
500 sf",1,1,500,Apt/Condo,Vancouver,BC
91,"3,400",West End,"2 bd
2 ba
690 sf",2,2,690,Apt/Condo,Vancouver,BC
92,"2,850",West End,"2 bd
1 ba
560 sf",2,1,560,Apt/Condo,Vancouver,BC
93,"2,750",West End,"1 bd
2 ba
616 sf",1,2,616,Apt/Condo,Vancouver,BC
94,"2,250",West End,"0 bd
1 ba
400 sf",0,1,400,Apt/Condo,Vancouver,BC
95,"2,400",West End,"0 bd
1 ba
415 sf",0,1,415,Apt/Condo,Vancouver,BC
96,"1,825",West End,"V Tour

0 bd
1 ba
418 sf",0,,418,"


Apt/Condo",Vancouver,BC
97,"1,700",West End,"V Tour

0 bd
1 ba
433 sf",0,,433,"


Apt/Condo",Vancouver,BC
98,"3,200",West End,"V Tour

2 bd
2 ba",2,,,"


Apt/Condo",Vancouver,BC
99,"1,875",West End,"V Tour

1 bd
1 ba",1,,,"


Apt/Condo",Vancouver,BC
100,"1,815",Collingwood,"1 bd
1 ba
509 sf",1,1,509,Apt/Condo,Vancouver,BC
101,"2,225",West End,"1 bd
1 ba
484 sf",1,1,484,Apt/Condo,Vancouver,BC
102,"2,050",Coal Harbour,"0 bd
1 ba
670 sf",0,1,670,Apt/Condo,Vancouver,BC
103,"5,113",Coal Harbour,"3 bd
2 ba
1401 sf",3,2,1401,Apt/Condo,Vancouver,BC
104,"2,650",Coal Harbour,"V Tour

1 bd
1 ba
952 sf",1,,952,"


Apt/Condo",Vancouver,BC
105,"3,552",Yaletown,"2 bd
2 ba
975 sf",2,2,975,Apt/Condo,Vancouver,BC
106,"2,365",West End,"1 bd
1 ba
550 sf",1,1,550,Apt/Condo,Vancouver,BC
107,"3,895",West End,"V Tour

2 bd
2 ba
918 sf",2,,918,"


Apt/Condo",Vancouver,BC
108,"2,295",West End,"0 bd
1 ba
500 sf",0,1,500,Apt/Condo,Vancouver,BC
109,"3,850",West End,"V Tour

2 bd
2 ba
735 sf",2,,735,"


Apt/Condo",Vancouver,BC
110,"2,132",Downtown West,"1 bd
1 ba
513 sf",1,1,513,Apt/Condo,Vancouver,BC
111,"1,975",University (Ubc),"V Tour

1 bd
1 ba
665 sf",1,,665,"


Apt/Condo",Vancouver,BC
112,"3,447",Yaletown,"V Tour

2 bd
2 ba
1014 sf",2,,1014,"


Apt/Condo",Vancouver,BC
113,"4,195",West End,"V Tour

2 bd
2 ba",2,,,"


Apt/Condo",Vancouver,BC
114,"2,395",West End,"V Tour

1 bd
1 ba",1,,,"


Apt/Condo",Vancouver,BC
115,"4,245",West End,"V Tour

2 bd
2 ba",2,,,"


Apt/Condo",Vancouver,BC
116,"5,295",West End,"V Tour

3 bd
2 ba",3,,,"


Apt/Condo",Vancouver,BC
117,"2,625",West End,"V Tour

0 bd
1 ba
475 sf",0,,475,"


Apt/Condo",Vancouver,BC
118,"3,150",Yaletown,"2 bd
2 ba
733 sf",2,2,733,Apt/Condo,Vancouver,BC
119,"2,405",Yaletown,"1 bd
1 ba
525 sf",1,1,525,Apt/Condo,Vancouver,BC
120,"2,309",Coal Harbour,"1 bd
1 ba
595 sf",1,1,595,Apt/Condo,Vancouver,BC
121,"3,250",Kerrisdale,"2 bd
2 ba
946 sf",2,2,946,Apt/Condo,Vancouver,BC
122,"2,695",Fairview,"V Tour

1 bd
1 ba
528 sf",1,,528,"


Apt/Condo",Vancouver,BC
123,"4,100",West End,"V Tour

2 bd
2 ba
1000 sf",2,,1000,"


Apt/Condo",Vancouver,BC
124,"3,860",West End,"V Tour

2 bd
1 ba
945 sf",2,,945,"


Apt/Condo",Vancouver,BC
125,"2,320",West End,"V Tour

1 bd
1 ba
650 sf",1,,650,"


Apt/Condo",Vancouver,BC
126,"1,965",West End,"V Tour

1 bd
1 ba
480 sf",1,,480,"


Apt/Condo",Vancouver,BC
127,"3,300",Downtown West,"2 bd
1 ba
614 sf",2,1,614,Apt/Condo,Vancouver,BC
128,"2,950",Downtown West,"1 bd
1 ba
505 sf",1,1,505,Apt/Condo,Vancouver,BC
129,"2,750",Downtown West,"1 bd
1 ba
500 sf",1,1,500,Apt/Condo,Vancouver,BC
130,"2,500",Downtown West,"0 bd
1 ba
439 sf",0,1,439,Apt/Condo,Vancouver,BC
131,"2,850",West End,"1 bd
1 ba
516 sf",1,1,516,Apt/Condo,Vancouver,BC
132,"2,500",Downtown West,"0 bd
1 ba
439 sf",0,1,439,Apt/Condo,Vancouver,BC
133,"2,875",Yaletown,"1 bd
1 ba
508 sf",1,1,508,Apt/Condo,Vancouver,BC
134,"2,950",Downtown West,"1 bd
1 ba
505 sf",1,1,505,Apt/Condo,Vancouver,BC
135,"3,280",University (Ubc),"2 bd
2 ba
774 sf",2,2,774,House,Vancouver,BC
136,"1,900",Marpole,"1 bd
1 ba
505 sf",1,1,505,House,Vancouver,BC
137,"3,200",Fairview,"2 bd
3 ba
1200 sf",2,3,1200,House,Vancouver,BC
138,"8,800",Coal Harbour,"2 bd
3 ba
1867 sf",2,3,1867,Apt/Condo,Vancouver,BC
139,"2,000",Downtown West,"0 bd
1 ba
420 sf",0,1,420,House,Vancouver,BC
