,price,Address,moreinfo,bedroom,bathroom,size_sqf,types,city
208,"2,295",Waterfront Communities West,"1 bd
1 ba
635 sf",1,1,635,Apt/Condo,Toronto
209,"1,800",Edenbridge Humber Valley,"2 bd
1 ba
850 sf",2,1,850,Apt/Condo,Toronto
210,"1,900",Moss Park,"1 bd
1 ba
495 sf",1,1,495,Apt/Condo,Toronto
211,"4,500",Kensington Chinatown,"2 bd
2 ba
970 sf",2,2,970,Apt/Condo,Toronto
212,"4,200",Kensington Chinatown,"2 bd
2 ba
980 sf",2,2,980,Apt/Condo,Toronto
213,"3,150",Kensington Chinatown,"2 bd
2 ba
880 sf",2,2,880,Apt/Condo,Toronto
214,"2,575",Little Portugal,"2 bd
2 ba
901 sf",2,2,901,Apt/Condo,Toronto
215,"1,750",Weston,"V Tour

1 bd
1 ba
720 sf",1,,720,"


Apt/Condo",Toronto
216,"2,250",Eglinton East,"2 bd
2 ba",2,2,,Apt/Condo,Toronto
217,"1,395",Beechborough Greenbrook,"V Tour

0 bd
1 ba
427 sf",0,,427,"


Apt/Condo",Toronto
218,"1,595",Beechborough Greenbrook,"V Tour

1 bd
1 ba
636 sf",1,,636,"


Apt/Condo",Toronto
219,"1,670",Henry Farm,"V Tour

1 bd
1 ba",1,,,"


Apt/Condo",Toronto
220,"2,450",Bay Street Corridor,"V Tour

1 bd
1 ba
630 sf",1,,630,"


Apt/Condo",Toronto
221,"2,200",Stonegate Queensway,"0 bd
1 ba",0,1,,Apt/Condo,Toronto
222,"1,250",Downsview Roding Cfb,"0 bd
1 ba",0,1,,Apt/Condo,Toronto
223,"6,000",Waterfront Communities East,"2 bd
3 ba
1799 sf",2,3,1799,Apt/Condo,Toronto
224,"2,050",Waterfront Communities East,"1 bd
1 ba
580 sf",1,1,580,Apt/Condo,Toronto
225,"1,625",South Parkdale,"1 bd
1 ba
581 sf",1,1,581,Apt/Condo,Toronto
226,"1,795",Moss Park,"1 bd
1 ba
540 sf",1,1,540,Apt/Condo,Toronto
227,"1,600",North Riverdale,"1 bd
1 ba",1,1,,House,Toronto
228,"1,700",North Riverdale,"1 + 1 bd
1 ba",1 + 1,1,,House,Toronto
229,"1,456",Weston,"V Tour

0 bd
1 ba",0,,,"


Apt/Condo",Toronto
230,"2,054",Little Portugal,"V Tour

1 bd
1 ba",1,,,"


Apt/Condo",Toronto
231,"2,093",Clairlea Birchmount,"V Tour

2 bd
1 ba",2,,,"


Apt/Condo",Toronto
232,"1,775",Woodbine Corridor,"V Tour

1 bd
1 ba",1,,,"


Apt/Condo",Toronto
233,"1,394",Woodbine Corridor,"0 bd
1 ba",0,1,,Apt/Condo,Toronto
234,"1,457",Bedford Park Nortown,"V Tour

0 bd
1 ba",0,,,"


Apt/Condo",Toronto
235,"1,891",Brookhaven Amesbury,"V Tour

1 bd
1 ba",1,,,"


Apt/Condo",Toronto
236,"4,250",Waterfront Communities West,"2 bd
2 ba
976 sf",2,2,976,Apt/Condo,Toronto
237,"2,450",Mount Pleasant West,"V Tour

2 bd
2 ba
1012 sf",2,,1012,"


Apt/Condo",Toronto
238,"2,600",Mount Pleasant West,"V Tour

2 bd
2 ba
1052 sf",2,,1052,"


Apt/Condo",Toronto
239,"1,700",Humewood Cedarvale,"1 bd
1 ba
543 sf",1,1,543,Apt/Condo,Toronto
240,"2,395",High Park Swansea,"1 bd
1 ba
751 sf",1,1,751,Apt/Condo,Toronto
241,"2,900",Waterfront Communities West,"2 bd
2 ba
770 sf",2,2,770,Apt/Condo,Toronto
242,"1,750",Little Portugal,"1 bd
1 ba
480 sf",1,1,480,Apt/Condo,Toronto
243,"1,650",Stonegate Queensway,"1 bd
1 ba",1,1,,Apt/Condo,Toronto
244,"2,200",Rockcliffe Smythe,"2 bd
1 ba",2,1,,Apt/Condo,Toronto
245,"1,550",Stonegate Queensway,"1 bd
1 ba",1,1,,Apt/Condo,Toronto
246,"3,350",Forest Hill North,"V Tour

3 bd
2 ba
1426 sf",3,,1426,"


Apt/Condo",Toronto
247,"1,475",Rockcliffe Smythe,"1 bd
1 ba",1,1,,Multifamily,Toronto
248,"2,100",Bendale,"1 bd
1 ba
697 sf",1,1,697,Apt/Condo,Toronto
249,"1,850",Willowdale East,"0 bd
1 ba
467 sf",0,1,467,Apt/Condo,Toronto
250,"1,950",Englemount Lawrence,"2 bd
1 ba
890 sf",2,1,890,Apt/Condo,Toronto
251,"2,450",Agincourt South Malvern West,"2 bd
2 ba
801 sf",2,2,801,Apt/Condo,Toronto
252,"1,850",Cabbagetown South St. Jamestown,"V Tour

1 bd
1 ba
572 sf",1,,572,"


Multifamily",Toronto
253,"4,910",Niagara,"3 bd
4 ba
1257 sf",3,4,1257,Apt/Condo,Toronto
254,"2,300",Waterfront Communities East,"1 bd
1 ba
527 sf",1,1,527,Apt/Condo,Toronto
255,"1,975",Henry Farm,"1 bd
1 ba
518 sf",1,1,518,Apt/Condo,Toronto
256,"2,395",Bay Street Corridor,"1 bd
1 ba
567 sf",1,1,567,Apt/Condo,Toronto
257,"2,975",Casa Loma,"3 bd
1 ba
1000 sf",3,1,1000,Multifamily,Toronto
258,"2,300",South Riverdale,"1 bd
1 ba
740 sf",1,1,740,Apt/Condo,Toronto
259,"2,100",Church Yonge Corridor,"1 bd
1 ba
515 sf",1,1,515,Apt/Condo,Toronto
260,"2,200",Church Yonge Corridor,"1 bd
2 ba
554 sf",1,2,554,Apt/Condo,Toronto
261,"2,800",South Riverdale,"V Tour

2 bd
1 ba",2,,,"


Apt/Condo",Toronto
262,"2,550",Moss Park,"V Tour

1 bd
1 ba
773 sf",1,,773,"


Apt/Condo",Toronto
263,"2,250",Niagara,"2 bd
2 ba",2,2,,Apt/Condo,Toronto
264,"1,457",Bedford Park Nortown,"V Tour

1 bd
1 ba",1,,,"


Apt/Condo",Toronto
265,"3,250",Church Yonge Corridor,"2 + 1 bd
2 ba
800 - 899 sf",2 + 1,2,800,Apt/Condo,Toronto
266,"1,595",Yorkville,"1 bd
1 ba
425 sf",1,1,425,Apt/Condo,Toronto
267,"1,695",Yorkville,"1 bd
1 ba
430 sf",1,1,430,Apt/Condo,Toronto
268,"1,350",Mount Pleasant West,"0 bd
1 ba",0,1,,Apt/Condo,Toronto
269,"1,375",Birchcliffe Cliffside,"0 bd
1 ba
273 sf",0,1,273,Apt/Condo,Toronto
270,"2,650",Regent Park,"2 bd
2 ba
780 sf",2,2,780,Apt/Condo,Toronto
271,"2,350",Niagara,"1 bd
1 ba
730 sf",1,1,730,Apt/Condo,Toronto
272,"1,750",The Beaches,"1 bd
1 ba
714 sf",1,1,714,Apt/Condo,Toronto
273,"2,200",Regent Park,"1 bd
1 ba
670 sf",1,1,670,Apt/Condo,Toronto
274,"2,300",Little Portugal,"2 bd
2 ba
570 sf",2,2,570,Apt/Condo,Toronto
275,"2,250",Little Portugal,"1 bd
1 ba",1,1,,Apt/Condo,Toronto
276,"2,035",Waterfront Communities West,"1 bd
1 ba
490 sf",1,1,490,Apt/Condo,Toronto
277,"2,350",Stonegate Queensway,"2 bd
1 ba
700 sf",2,1,700,Apt/Condo,Toronto
278,"2,350",Stonegate Queensway,"2 bd
1 ba
700 sf",2,1,700,Apt/Condo,Toronto
279,"3,500",South Riverdale,"3 bd
2 ba
1185 sf",3,2,1185,Apt/Condo,Toronto
280,"2,000",Agincourt South Malvern West,"1 bd
1 ba
570 sf",1,1,570,Apt/Condo,Toronto
281,"1,350",Yonge St. Clair,"V Tour

1 bd
1 ba
275 sf",1,,275,"


Apt/Condo",Toronto
282,"1,520",O'connor Parkview,"1 bd
1 ba
500 sf",1,1,500,Apt/Condo,Toronto
283,"2,495",Niagara,"2 bd
2 ba",2,2,,Townhouse,Toronto
284,"3,395",Regent Park,"3 bd
3 ba",3,3,,Townhouse,Toronto
285,"1,950",West Hill,"V Tour

2 bd
1 ba",2,,,"


Apt/Condo",Toronto
286,"2,325",West Hill,"V Tour

3 bd
1 ba",3,,,"


Apt/Condo",Toronto
287,"1,750",Downsview Roding Cfb,"2 bd
1 ba
750 sf",2,1,750,Apt/Condo,Toronto
288,"1,750",Downsview Roding Cfb,"2 bd
1 ba
750 sf",2,1,750,Apt/Condo,Toronto
289,"1,550",Downsview Roding Cfb,"1 bd
1 ba
650 sf",1,1,650,Apt/Condo,Toronto
290,"2,100",Mount Pleasant West,"1 bd
1 ba
663 sf",1,1,663,Apt/Condo,Toronto
291,"1,849",Weston,"V Tour

1 bd
1 ba
720 sf",1,,720,"


Apt/Condo",Toronto
292,"4,000",Waterfront Communities West,"2 bd
2 ba
890 sf",2,2,890,Apt/Condo,Toronto
293,"2,600",Henry Farm,"2 bd
2 ba",2,2,,Apt/Condo,Toronto
294,"1,875",Henry Farm,"1 bd
1 ba",1,1,,Apt/Condo,Toronto
295,"2,056",Waterfront Communities West,"V Tour

1 bd
1 ba
514 sf",1,,514,"


Apt/Condo",Toronto
296,"2,883",Waterfront Communities West,"V Tour

1 bd
2 ba
887 sf",1,,887,"


Apt/Condo",Toronto
297,"1,750",Downsview Roding Cfb,"2 bd
1 ba
800 sf",2,1,800,Apt/Condo,Toronto
298,"1,495",Cabbagetown South St. Jamestown,"1 bd
1 ba
650 sf",1,1,650,Apt/Condo,Toronto
299,"1,845",Oakwood Vaughan,"2 bd
1 ba
800 sf",2,1,800,Apt/Condo,Toronto
300,"1,645",Oakwood Vaughan,"1 bd
1 ba
650 sf",1,1,650,Apt/Condo,Toronto
301,"1,450",Downsview Roding Cfb,"1 bd
1 ba
650 sf",1,1,650,Apt/Condo,Toronto
302,"1,300",Brookhaven Amesbury,"0 bd
1 ba
386 sf",0,1,386,Apt/Condo,Toronto
303,"2,050",Waterfront Communities West,"1 bd
1 ba
550 sf",1,1,550,Apt/Condo,Toronto
304,"2,300",Agincourt South Malvern West,"2 bd
1 ba
1200 sf",2,1,1200,Apt/Condo,Toronto
305,"1,499",Forest Hill South,"1 bd
1 ba",1,1,,Apt/Condo,Toronto
306,"2,800",Mount Pleasant West,"2 bd
2 ba
700 - 799 sf",2,2,700,Apt/Condo,Toronto
307,"1,900",Dovercourt Wallace Emerson Junction,"2 bd
1 ba
640 sf",2,1,640,Apt/Condo,Toronto
308,"1,369",High Park North,"0 bd
1 ba
400 sf",0,1,400,Apt/Condo,Toronto
309,"1,850",Crescent Town,"V Tour

1 bd
1 ba
700 sf",1,,700,"


Apt/Condo",Toronto
310,"2,600",High Park Swansea,"1 bd
1 ba
650 sf",1,1,650,Apt/Condo,Toronto
311,"3,400",High Park Swansea,"2 bd
2 ba
798 sf",2,2,798,Apt/Condo,Toronto
312,"2,300",High Park Swansea,"1 bd
1 ba
550 sf",1,1,550,Apt/Condo,Toronto
313,"2,700",Niagara,"2 bd
2 ba
752 sf",2,2,752,Apt/Condo,Toronto
314,"2,300",L'amoreaux,"3 bd
1 ba",3,1,,Apt/Condo,Toronto
315,"1,850",L'amoreaux,"3 bd
1 ba",3,1,,Apt/Condo,Toronto
316,"2,195",Bay Street Corridor,"1 bd
1 ba
574 sf",1,1,574,Apt/Condo,Toronto
317,"2,100",Weston,"1 bd
1 ba
660 sf",1,1,660,Apt/Condo,Toronto
318,"4,500",Little Portugal,"3 bd
3 ba
1500 sf",3,3,1500,Apt/Condo,Toronto
319,"2,850",Waterfront Communities West,"2 bd
2 ba
770 sf",2,2,770,Apt/Condo,Toronto
320,"2,152",Weston,"V Tour

2 bd
1 ba",2,,,"


Apt/Condo",Toronto
321,"1,800",Stonegate Queensway,"2 bd
1 ba",2,1,,Apt/Condo,Toronto
322,"1,434",Weston,"2 bd
1 ba",2,1,,Apt/Condo,Toronto
323,"1,825",Danforth Village East York,"2 bd
1 ba",2,1,,Apt/Condo,Toronto
324,"1,350",Dovercourt Wallace Emerson Junction,"0 bd
1 ba",0,1,,Apt/Condo,Toronto
325,"1,995",Forest Hill South,"V Tour

1 bd
1 ba
571 sf",1,,571,"


Apt/Condo",Toronto
326,"2,868",Dovercourt Wallace Emerson Junction,"2 bd
0 ba",2,0,,Apt/Condo,Toronto
327,"1,699",Stonegate Queensway,"2 bd
0 ba",2,0,,Apt/Condo,Toronto
328,"1,499",Stonegate Queensway,"1 bd
0 ba",1,0,,Apt/Condo,Toronto
329,"1,849",Newtonbrook West,"2 bd
0 ba",2,0,,Apt/Condo,Toronto
330,"1,669",Yonge Eglinton,"1 bd
0 ba",1,0,,Apt/Condo,Toronto
331,"1,950",Don Valley Village,"2 bd
2 ba
964 sf",2,2,964,Apt/Condo,Toronto
332,"2,295",Banbury Don Mills,"2 bd
2 ba
854 sf",2,2,854,Apt/Condo,Toronto
333,"2,095",Waterfront Communities West,"1 bd
1 ba
564 sf",1,1,564,Apt/Condo,Toronto
334,"1,900",Mount Pleasant West,"1 bd
1 ba
459 sf",1,1,459,Apt/Condo,Toronto
335,"2,195",Waterfront Communities East,"1 bd
1 ba
466 sf",1,1,466,Apt/Condo,Toronto
336,"1,895",Banbury Don Mills,"1 bd
1 ba
623 sf",1,1,623,Apt/Condo,Toronto
337,"1,995",Willowdale East,"1 bd
1 ba
678 sf",1,1,678,Apt/Condo,Toronto
338,650,Regent Park,"1 bd
1 ba
300 sf",1,1,300,House,Toronto
339,"3,150",Yorkville,"V Tour

3 bd
1 ba
786 sf",3,,786,"


Apt/Condo",Toronto
340,"2,550",Yorkville,"V Tour

2 bd
1 ba
633 sf",2,,633,"


Apt/Condo",Toronto
341,"2,550",Yorkville,"V Tour

2 bd
1 ba
633 sf",2,,633,"


Apt/Condo",Toronto
342,"3,150",Yorkville,"V Tour

3 bd
1 ba
781 sf",3,,781,"


Apt/Condo",Toronto
343,"1,950",Waterfront Communities East,"1 bd
1 ba
559 sf",1,1,559,Apt/Condo,Toronto
344,"2,759",Niagara,"2 bd
2 ba
710 sf",2,2,710,Apt/Condo,Toronto
345,"4,700",Waterfront Communities West,"V Tour

2 bd
2 ba
1000 - 1199 sf",2,,1000,"


Apt/Condo",Toronto
346,"1,850",Waterfront Communities West,"1 bd
1 ba",1,1,,Apt/Condo,Toronto
347,"3,475",Yonge St. Clair,"2 bd
2 ba
1122 sf",2,2,1122,Apt/Condo,Toronto
348,"2,750",Church Yonge Corridor,"2 bd
1 ba
700 sf",2,1,700,Apt/Condo,Toronto
349,"2,400",Regent Park,"2 bd
2 ba",2,2,,Apt/Condo,Toronto
350,"1,300",Keelesdale Eglinton West,"1 bd
1 ba",1,1,,Apt/Condo,Toronto
351,"1,400",Kensington Chinatown,"1 bd
1 ba
385 sf",1,1,385,Apt/Condo,Toronto
352,"3,650",Bay Street Corridor,"2 bd
2 ba
1127 sf",2,2,1127,Apt/Condo,Toronto
353,"2,508",Bay Street Corridor,"1 bd
1 ba
743 sf",1,1,743,Apt/Condo,Toronto
354,"3,304",Willowridge Martingrove Richview,"3 bd
3 ba
1883 sf",3,3,1883,Apt/Condo,Toronto
355,"1,550",Broadview North,"1 bd
1 ba
555 sf",1,1,555,Apt/Condo,Toronto
356,"2,275",Bedford Park Nortown,"2 bd
1 ba
800 sf",2,1,800,Apt/Condo,Toronto
357,"2,200",Yorkdale Glen Park,"V Tour

2 bd
1 ba
728 sf",2,,728,"


Apt/Condo",Toronto
358,"4,300",Dovercourt Wallace Emerson Junction,"3 bd
3 ba",3,3,,Multifamily,Toronto
359,"2,700",Oakwood Vaughan,"2 bd
2 ba",2,2,,Apt/Condo,Toronto
360,"3,100",High Park Swansea,"2 bd
2 ba",2,2,,Apt/Condo,Toronto
361,"2,800",South Riverdale,"0 bd
0 ba",0,0,,Apt/Condo,Toronto
362,"1,575",Yonge St. Clair,"1 bd
1 ba
440 sf",1,1,440,Apt/Condo,Toronto
363,"3,050",Mount Pleasant West,"2 bd
2 ba
726 sf",2,2,726,Apt/Condo,Toronto
364,"2,250",Mount Pleasant West,"1 bd
1 ba
494 sf",1,1,494,Apt/Condo,Toronto
365,"3,140",Mount Pleasant West,"2 bd
2 ba
745 sf",2,2,745,Apt/Condo,Toronto
366,"4,330",Mount Pleasant West,"3 bd
2 ba
886 sf",3,2,886,Apt/Condo,Toronto
367,"2,265",Mount Pleasant West,"1 bd
1 ba
552 sf",1,1,552,Apt/Condo,Toronto
368,"1,800",Mount Pleasant West,"0 bd
1 ba
350 sf",0,1,350,Apt/Condo,Toronto
369,"3,100",Mount Pleasant West,"2 bd
2 ba
784 sf",2,2,784,Apt/Condo,Toronto
370,"2,155",Mount Pleasant West,"1 bd
1 ba
547 sf",1,1,547,Apt/Condo,Toronto
371,"2,615",Mount Pleasant West,"1 bd
1 ba
552 sf",1,1,552,Apt/Condo,Toronto
372,"2,305",Mount Pleasant West,"1 bd
1 ba
457 sf",1,1,457,Apt/Condo,Toronto
373,"3,600",Mount Pleasant West,"V Tour

2 bd
2 ba
811 sf",2,,811,"


Apt/Condo",Toronto
374,"2,350",Mount Pleasant West,"V Tour

1 bd
1 ba
567 sf",1,,567,"


Apt/Condo",Toronto
375,"2,600",Mount Pleasant West,"V Tour

1 bd
1 ba
688 sf",1,,688,"


Apt/Condo",Toronto
376,"1,709",Malvern,"V Tour

1 bd
1 ba",1,,,"


Apt/Condo",Toronto
377,"1,225",South Parkdale,"V Tour

0 bd
1 ba
279 sf",0,,279,"


Apt/Condo",Toronto
378,"1,250",Woodbine Corridor,"0 bd
1 ba
400 sf",0,1,400,Apt/Condo,Toronto
379,"2,399",Mount Pleasant West,"1 bd
1 ba",1,1,,Apt/Condo,Toronto
380,"1,750",Waterfront Communities West,"0 bd
1 ba
402 sf",0,1,402,Apt/Condo,Toronto
381,"2,400",High Park Swansea,"2 bd
1 ba
900 sf",2,1,900,Apt/Condo,Toronto
382,"2,750",Briar Hill Belgravia,"3 bd
2 ba
1000 sf",3,2,1000,Multifamily,Toronto
383,"1,875",Mimico,"2 bd
1 ba
800 sf",2,1,800,Apt/Condo,Toronto
384,"2,650",Kensington Chinatown,"1 bd
2 ba
654 sf",1,2,654,Apt/Condo,Toronto
385,"1,900",Parkwoods Donalda,"2 bd
1 ba",2,1,,Apt/Condo,Toronto
386,"2,250",Dovercourt Wallace Emerson Junction,"1 bd
1 ba
520 sf",1,1,520,Apt/Condo,Toronto
387,"1,450",Morningside,"1 bd
1 ba",1,1,,Apt/Condo,Toronto
388,"2,700",Forest Hill North,"V Tour

2 bd
1 ba
1250 sf",2,,1250,"


Apt/Condo",Toronto
389,"1,310",Yorkville,"0 bd
1 ba
0 sf",0,1,0,Apt/Condo,Toronto
390,"1,800",Yorkville,"1 bd
1 ba
635 sf",1,1,635,Apt/Condo,Toronto
391,"2,325",Yorkville,"2 bd
1 ba
740 sf",2,1,740,Apt/Condo,Toronto
392,"1,795",O'connor Parkview,"1 bd
1 ba
750 sf",1,1,750,Apt/Condo,Toronto
393,"2,045",O'connor Parkview,"3 bd
2 ba
0 sf",3,2,0,Apt/Condo,Toronto
394,"1,995",O'connor Parkview,"2 bd
1 ba
920 sf",2,1,920,Apt/Condo,Toronto
395,"3,800",Bay Street Corridor,"2 bd
2 ba
900 - 999 sf",2,2,900,Apt/Condo,Toronto
396,"2,195",Willowdale East,"1 bd
1 ba
687 sf",1,1,687,Apt/Condo,Toronto
397,"3,500",Bay Street Corridor,"2 bd
2 ba
1045 sf",2,2,1045,Apt/Condo,Toronto
398,"2,595",Westminister Branson,"2 bd
2 ba
1200 sf",2,2,1200,Apt/Condo,Toronto
399,"2,634",Bedford Park Nortown,"V Tour

2 bd
1 ba",2,,,"


Apt/Condo",Toronto
400,"2,050",Agincourt South Malvern West,"1 bd
1 ba
600 sf",1,1,600,Apt/Condo,Toronto
401,"2,150",Stonegate Queensway,"2 bd
1 ba
550 sf",2,1,550,Apt/Condo,Toronto
402,"1,700",Yonge Eglinton,"1 bd
1 ba",1,1,,Duplex,Toronto
403,"1,600",High Park North,"1 bd
1 ba
515 sf",1,1,515,Apt/Condo,Toronto
404,"1,875",Westminister Branson,"V Tour

1 bd
1 ba",1,,,"


Apt/Condo",Toronto
405,"2,030",Mount Olive Silverstone Jamestown,"V Tour

2 bd
1 ba",2,,,"


Apt/Condo",Toronto
406,"2,500",Bay Street Corridor,"V Tour

1 bd
1 ba
534 sf",1,,534,"


Apt/Condo",Toronto
407,"2,699",Little Portugal,"2 bd
1 ba
650 sf",2,1,650,Apt/Condo,Toronto
408,"2,250",O'connor Parkview,"3 bd
1 ba",3,1,,Apt/Condo,Toronto
409,"2,275",O'connor Parkview,"3 bd
1 ba",3,1,,Apt/Condo,Toronto
410,"2,150",O'connor Parkview,"2 bd
1 ba",2,1,,Apt/Condo,Toronto
411,"2,225",O'connor Parkview,"3 bd
1 ba",3,1,,Apt/Condo,Toronto
412,"2,225",O'connor Parkview,"3 bd
1 ba",3,1,,Apt/Condo,Toronto
413,"2,125",O'connor Parkview,"2 bd
1 ba",2,1,,Apt/Condo,Toronto
414,"1,475",Mount Pleasant East,"0 bd
1 ba
400 sf",0,1,400,Apt/Condo,Toronto
415,"2,700",Rexdale Kipling,"V Tour

3 bd
2 ba",3,,,"


Townhouse",Toronto
416,"1,509",High Park North,"1 bd
1 ba
500 sf",1,1,500,Apt/Condo,Toronto
417,"1,950",Waterfront Communities West,"1 bd
1 ba
474 sf",1,1,474,Apt/Condo,Toronto
